Ciudad,Bodega,Código,Nombre,Cantidad,P.Ult.Comp,Costo Lista,Tipo,Línea
Santiago                 ,B03,6503204                        ,TONER HP N°309A Q2670A BLACK  6.000PAG,4,69908,69908,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6503654                        ,TONER HP N°309A Q2673A MAGENTA 4.000PAG,8,69553,69553,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6508547                        ,DVD+R VERBATIM PACK 10UN,17,1550,0,SOLO SALA,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,6508952                        ,CARTRIDGE CANON PGI-125 BLACK,10,7576,7727.52,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6540131                        ,IMPRESORA MULTIFUNCIONAL EPSON L220,2,81885,0,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6541194                        ,BOTELLA TINTA HP GT52  MAGEN 8.000 PÁG,13,6822,6728,STOCK,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6541275                        ,BRAZO MONITOR KENSINGTON  K60106 NEGRO,1,44111,0,SOLO SALA,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,6541700                        ,(EP_TONER HP N°05A CE505A BLACK 2.300PAG),1,46108,47030.16,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6541702                        ,EP_TONER HP N°131A CF210A BLACK 1.600PAG,2,44722,0,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6542185                        ,TONER BROTHER TN-217Y YELLOW 2.300 PÁG,3,54643,55735.86,DE SALIDA,SUMINISTROS COMPUTACIONALES             
Santiago                 ,B03,6542416                        ,TECLADO KENSINGTON K75400ES NEGRO ERGONÓMICO,1,21996,21996,DE SALIDA,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,7001294                        ,CINTA EMBALAJE TRANSPARENTE 40X48MM,1233,290,290,BLOQUEO-C,LIBRERÍA                                
Santiago                 ,B03,7002112                        ,CORCHETE SELLOFFICE 23/13 1000UN,8,692,692,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,7270149                        ,BASURERO DURABLE OFICINA 16LTS C/ASAS NEGRO,1,4400,4400,A PEDIDO,ASEO                                    
Santiago                 ,B03,7270179                        ,BASURERO DURABLE 15 LT SILVER C/DISEÑO,3,11100,16500,QUIEBRE-C,ASEO                                    
Santiago                 ,B03,7270971                        ,AMPOLLETA 60W BLANCA,7,118,0,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7001197                        ,CINTA EMBALAJE 3M 48X40MT TRANSPARENTE,54,916,916,BLOQUEO-L,LIBRERÍA                                
Santiago                 ,B03,7003978                        ,DESTACADOR ISOFIT LAPIZ NARANJO,56,200,204,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,7270151                        ,MOPA AVION VIRUTEX 60 CM,16,11557,11557,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,7272011                        ,MAGO PAD C/JABON VIRUTEX BOLSA 4UN,38,562,800,DE SALIDA,ASEO                                    
Santiago                 ,B03,7274471                        ,BOTIN SAM-614 TALLA,1,6800,0,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7274658                        ,SOPAPO VIRUTEX C/MANGO CLASICO,17,3047,3047,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,7274867                        ,MOPA REDONDA VIRUTEX ALGODON CLASICA,29,3793,3793,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,7275023                        ,PAÑO SCOTCH BRITE CELULOSA X6,25,2483,2946,DE SALIDA,ASEO                                    
Santiago                 ,B03,7275026                        ,PAÑO SCOTCH BRITE MULTIUSO X6,112,2431,2883,DE SALIDA,ASEO                                    
Santiago                 ,B03,7275249                        ,AMPOLLETA AHORRO ENERGIA PHILIPS 27W,15,2479,2479,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7276019                        ,FIDEO CAROZZI ESPIRAL 400GR,19,510,485,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,7276237                        ,BARRE AGUA VIRUTEX P/PISO 55CM,60,6140,6140,BLOQUEO-L,ASEO                                    
Santiago                 ,B03,7277452                        ,PLATO PLASTICO BLANCO GRANDE 18CM 50 UND,900,50,2502,SOLO SALA,ASEO                                    
Santiago                 ,B03,7290247                        ,CANDADO ABUS BLOQUEO DIELECT 74/40KD ROJO,10,6160,5769,DE SALIDA,ASEO                                    
Santiago                 ,B03,7290258                        ,CINTA AISLADORA SELLOCINTA ROJO 18MMX10MT,70,255,257,DE SALIDA,FERRETERÍA                              
Santiago                 ,B03,7770200                        ,TIZA PROARTE DELGADA BLANCA 12 UNIDADES,26,265,265,STOCK,LIBRERÍA                                
Santiago                 ,B03,7770794                        ,(PAPEL CREPE PROARTE 50X200CM AMARILLO),4,143,143,SOLO SALA,LIBRERÍA                                
Santiago                 ,B03,7771915                        ,CUCHILLO CARTONERO ISOFIT Nº150 METAL CHICO,28,1373,1373,STOCK,LIBRERÍA                                
Santiago                 ,B03,8250100                        ,ARCH WILSON 385 CARTA 2ANILLOX1.5 BLANCO,16,1984,1984,STOCK,LIBRERÍA                                
Santiago                 ,B03,8254751                        ,APOYA PIES KENSINGTON SOLESAVER FOOTRES K5615,1,18901,20105,DE SALIDA,ACCESORIOS COMPUTACIONALES              
Santiago                 ,B03,8600153                        ,ARROZ MIRAFLORES GRADO 2 LARGO ANCHO 1KG,57,1250,1400,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8600532                        ,TE SUPREMO ESPECIAL GRANEL 250 GRS,20,1073,1073,STOCK,ALIMENTOS                               
Santiago                 ,B03,8600592                        ,MERMELADA WATTS DURAZNO 225GR,8,867,867,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8600593                        ,MERMELADA WATTS DAMASCO 225GR,2,867,867,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8601604                        ,ENDULZANTE DAILY STEVIA C/ING ORGANICO 180ML,12,2265,2265,STOCK,ALIMENTOS                               
Santiago                 ,B03,8601663                        ,SOPA NATUREZZA POLLO C/FIDEOS 55GR,25,269,326,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8601808                        ,ATUN ANGELMO LOMITO EN ACEITE 160GR,193,824,824,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8602867                        ,NESCAFE NESTLE TRADICIONAL FRASCO 170GR,101,5276,5276,STOCK,ALIMENTOS                               
Santiago                 ,B03,8603029                        ,FIDEO LUCCHETTI CORBATA 400GR,1,610,600,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8603651                        ,NECTAR ANDINA PIÑA 1.5LT,4,1084,1084,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8603742                        ,GALLETA COSTA DONUTS LECHE 100GR,71,545,590,STOCK,ALIMENTOS                               
Santiago                 ,B03,8603962                        ,MILO ACTIGEN 1KG,11,6139,6139,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8604577                        ,GALLETA NESTLE BAÑADA CHOKITA 30GR,600,252,252,DE SALIDA,ALIMENTOS                               
P. Montt                 ,B1  ,1300042                        ,DESODORANTE AMB AROM VAINILLA EN FLOR 360 CC 225 GR,258,992,992,STOCK,ASEO                                    
P. Montt                 ,B1  ,1300287                        ,BOLSA BASURA VTX PRO TRANSPARENTE 80X110 10UN,1,1467,1557,DE SALIDA,ASEO                                    
P. Montt                 ,B1  ,1300529                        ,ESPONJA VIRUTEX LISA COBRE X 2 UNIDADES,76,581,581,STOCK,ASEO                                    
Santiago                 ,B03,8601828                        ,COYAK AMBROSOLI SURTIDO 24GR 20UN,15,1490,1420,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8602003                        ,GALLETA COSTA DONUTS BLANCO 100G,24,590,590,DE SALIDA,ALIMENTOS                               
Santiago                 ,B03,8603020                        ,AGUA MINERAL VITAL 1.6LT S/GAS,49,703,703,STOCK,ALIMENTOS                               
Santiago                 ,B03,8603475                        ,ENDULZANTE DAILY SUCRALOSA LIQUIDO 270ML,54,1643,1643,STOCK,ALIMENTOS                               
Santiago                 ,B03,8603670                        ,AGUA MINERAL BENEDICTINO C/GAS 1.5L,30,713,803,STOCK,ALIMENTOS                               
Santiago                 ,B03,8612540                        ,SALSA TOMATE SAN REMO 200GR,21,220,220,A PEDIDO,ALIMENTOS                               
Santiago                 ,B03,8880868                        ,CARP BUHO CAJA C/ELASTICO OFICIO COLOR,15,3190,3190,STOCK,LIBRERÍA                                
Santiago                 ,B03,8882316                        ,CALENDARIO ESCRITORIO BUHO ART 1992,1,1640,1640,DE SALIDA,LIBRERÍA                                
Santiago                 ,B03,8888105                        ,TACO CALENDARIO BUHO GRANDE,778,1639,1575,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,1110071                        ,PEG HENKEL COLA FRIA ESCOLAR 500GR,35,2183,2256,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,1300109                        ,JABON LIQUIDO RAYTAN  GLICERINA 5LT,9,5438,5438,DE SALIDA,ASEO                                    
P. Montt                 ,B1  ,1300436                        ,BOLSA BASURA VTX PRO TRANSPARENTE 100X120 10U,2,2282,3412,DE SALIDA,ASEO                                    
P. Montt                 ,B1  ,1300952                        ,"PADS DE LIMPIEZA LIVE 17"" NEGRO UN",1,2284,2284,DESCONTINU,ASEO                                    
P. Montt                 ,B1  ,1301002                        ,LIMPIAVIDRIO MR MUSCULO GATILLO 500ML,9,2460,2556,DE SALIDA,ASEO                                    
P. Montt                 ,B1  ,1301071                        ,CERA LÍQUIDA TREMEX AUTOBRILLO ROJA 900CC,4,1554,1399,STOCK,ASEO                                    
P. Montt                 ,B1  ,1301418                        ,SERVILLETA DESECHABLE ELITE INTERFOLEADA 300U,1380,693,693,STOCK,ASEO                                    
P. Montt                 ,B1  ,1301425                        ,PAPEL HIGIENICO RENDIPEL PRO H/S 300M 6UN,3,6161,2290,DESCONTINU,ASEO                                    
P. Montt                 ,B1  ,1301514                        ,BOLSA TRANSPARENTE 30X40CM 22MIC 100 UND,16,17,2074,DE SALIDA,ASEO                                    
P. Montt                 ,B1  ,1301544                        ,DESODORANTE AMB GLADE ACEITE NAT VAIN APARA,16,3586,3550,BLOQUEO-L,ASEO                                    
P. Montt                 ,B1  ,1305635                        ,CERA CREMA BRILLINA D/P ROJA 340CC,216,1066,1129,STOCK,ASEO                                    
P. Montt                 ,B1  ,2000122                        ,CARP RHEIN OFICIO C/FUNDA,4,1659,0,DESCONTINU,LIBRERÍA                                
P. Montt                 ,B1  ,2220351                        ,ARCH TORRE OFICIO ANGOSTO BURDEO 515H,51,1840,1840,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,2226238                        ,PEG TORRE COLA FRIA 500ML,50,1261,1260,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,2613458                        ,SABANILLA ELITE 10531 EXTRA BLANCA 100MT,1,10811,0,          ,ASEO                                    
P. Montt                 ,B1  ,3002081                        ,CARP ADIX OFICIO 60 FUNDA NEGRA,6,3033,3033,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,3003651                        ,LA.BO.PILOT BPS 0.7 NEGRO,25,647,648,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,3500105                        ,MARCADOR ARTLINE PIZARRA 509 P/BISELADA AZUL,14,846,846,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,3500124                        ,MARCADOR ARTLINE 40 AZUL,24,1363,0,DE SALIDA,LIBRERÍA                                
P. Montt                 ,B1  ,3506923                        ,MARCADOR ARTLINE PERMANENTE 100 P/BISEL ROJO,20,1857,1857,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,3801754                        ,CORCHETES BOSTITCH STCR5019 3/8 10MM 1000UN,8,2590,3050,DE SALIDA,LIBRERÍA                                
P. Montt                 ,B1  ,3802525                        ,SEPARADOR BANGRÁFICA CARTA 24 POS A-Z,5,998,998,DE SALIDA,LIBRERÍA                                
P. Montt                 ,B1  ,3807111                        ,PORTASCOTCH DURABLE NEGRO+CINTA ADHESIVA,2,9400,9400,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,3808025                        ,SOBRE ACOLCHADO CHICO Nº12 AUTODEX ALINSA,1,133,0,DE SALIDA,LIBRERÍA                                
P. Montt                 ,B1  ,3808106                        ,PAPEL LUSTRE HAND 50X70 CMS LILA,64,57,115.92,DE SALIDA,LIBRERÍA                                
P. Montt                 ,B1  ,3808390                        ,GOMA EVA GLITTER PROARTE MORADA 45X60 PQ 5 UN,2,3561,3561,STOCK,LIBRERÍA                                
Santiago                 ,B03,7275940                        ,VENTILADOR  AIROLITE M56LG TECHO,1,50979,0,DE SALIDA,FERRETERÍA                              
